School Year,State,NCES LEA ID,Local Education Agency (School District) Name,Data Group ID,Data Description,Value,Number of Valid Test Takers,Category
2012-2013,OREGON,,,695,Four-Year Adjusted-Cohort Graduation Rates,71,NA,White or Caucasian (not Hispanic)
2012-2013,OREGON,,,695,Four-Year Adjusted-Cohort Graduation Rates,57,NA,Black or African American
2012-2013,OREGON,,,695,Four-Year Adjusted-Cohort Graduation Rates,67,NA,Two or more races
2012-2013,PENNSYLVANIA,,,695,Four-Year Adjusted-Cohort Graduation Rates,85.5,NA,All Students
2012-2013,PENNSYLVANIA,,,695,Four-Year Adjusted-Cohort Graduation Rates,74,NA,American Indian or Alaska Native
2012-2013,PENNSYLVANIA,,,695,Four-Year Adjusted-Cohort Graduation Rates,-,NA,Asian
2012-2013,PENNSYLVANIA,,,695,Four-Year Adjusted-Cohort Graduation Rates,91,NA,Asian / Pacific Islander
2012-2013,PENNSYLVANIA,,,695,Four-Year Adjusted-Cohort Graduation Rates,75,NA,Children with one or more disabilities (IDEA)
2012-2013,PENNSYLVANIA,,,695,Four-Year Adjusted-Cohort Graduation Rates,76.5,NA,Economically Disadvantaged
2012-2013,PENNSYLVANIA,,,695,Four-Year Adjusted-Cohort Graduation Rates,67,NA,English Learner
2012-2013,PENNSYLVANIA,,,695,Four-Year Adjusted-Cohort Graduation Rates,70.7,NA,Hispanic/Latino
2012-2013,PENNSYLVANIA,,,695,Four-Year Adjusted-Cohort Graduation Rates,-,NA,Native Hawaiian/Other Pacific Islander or Pacific Islander
2012-2013,PENNSYLVANIA,,,695,Four-Year Adjusted-Cohort Graduation Rates,89.7,NA,White or Caucasian (not Hispanic)
2012-2013,PENNSYLVANIA,,,695,Four-Year Adjusted-Cohort Graduation Rates,72.6,NA,Black or African American
2012-2013,PENNSYLVANIA,,,695,Four-Year Adjusted-Cohort Graduation Rates,80,NA,Two or more races
2012-2013,RHODE ISLAND,,,695,Four-Year Adjusted-Cohort Graduation Rates,79.7,NA,All Students
2012-2013,RHODE ISLAND,,,695,Four-Year Adjusted-Cohort Graduation Rates,74,NA,American Indian or Alaska Native
2012-2013,RHODE ISLAND,,,695,Four-Year Adjusted-Cohort Graduation Rates,86,NA,Asian
2012-2013,RHODE ISLAND,,,695,Four-Year Adjusted-Cohort Graduation Rates,85,NA,Asian / Pacific Islander
2012-2013,RHODE ISLAND,,,695,Four-Year Adjusted-Cohort Graduation Rates,59,NA,Children with one or more disabilities (IDEA)
2012-2013,RHODE ISLAND,,,695,Four-Year Adjusted-Cohort Graduation Rates,69.3,NA,Economically Disadvantaged
2012-2013,RHODE ISLAND,,,695,Four-Year Adjusted-Cohort Graduation Rates,73,NA,English Learner
2012-2013,RHODE ISLAND,,,695,Four-Year Adjusted-Cohort Graduation Rates,69,NA,Hispanic/Latino
2012-2013,RHODE ISLAND,,,695,Four-Year Adjusted-Cohort Graduation Rates,79,NA,Native Hawaiian/Other Pacific Islander or Pacific Islander
2012-2013,RHODE ISLAND,,,695,Four-Year Adjusted-Cohort Graduation Rates,83.9,NA,White or Caucasian (not Hispanic)
2012-2013,RHODE ISLAND,,,695,Four-Year Adjusted-Cohort Graduation Rates,72,NA,Black or African American
2012-2013,RHODE ISLAND,,,695,Four-Year Adjusted-Cohort Graduation Rates,71,NA,Two or more races
2012-2013,SOUTH CAROLINA,,,695,Four-Year Adjusted-Cohort Graduation Rates,77.6,NA,All Students
2012-2013,SOUTH CAROLINA,,,695,Four-Year Adjusted-Cohort Graduation Rates,67,NA,American Indian or Alaska Native
2012-2013,SOUTH CAROLINA,,,695,Four-Year Adjusted-Cohort Graduation Rates,-,NA,Asian
2012-2013,SOUTH CAROLINA,,,695,Four-Year Adjusted-Cohort Graduation Rates,88,NA,Asian / Pacific Islander
2012-2013,SOUTH CAROLINA,,,695,Four-Year Adjusted-Cohort Graduation Rates,43.2,NA,Children with one or more disabilities (IDEA)
2012-2013,SOUTH CAROLINA,,,695,Four-Year Adjusted-Cohort Graduation Rates,70.5,NA,Economically Disadvantaged
2012-2013,SOUTH CAROLINA,,,695,Four-Year Adjusted-Cohort Graduation Rates,69,NA,English Learner
2012-2013,SOUTH CAROLINA,,,695,Four-Year Adjusted-Cohort Graduation Rates,73,NA,Hispanic/Latino
2012-2013,SOUTH CAROLINA,,,695,Four-Year Adjusted-Cohort Graduation Rates,-,NA,Native Hawaiian/Other Pacific Islander or Pacific Islander
2012-2013,SOUTH CAROLINA,,,695,Four-Year Adjusted-Cohort Graduation Rates,79.9,NA,White or Caucasian (not Hispanic)
2012-2013,SOUTH CAROLINA,,,695,Four-Year Adjusted-Cohort Graduation Rates,74.6,NA,Black or African American
2012-2013,SOUTH CAROLINA,,,695,Four-Year Adjusted-Cohort Graduation Rates,-,NA,Two or more races
2012-2013,SOUTH DAKOTA,,,695,Four-Year Adjusted-Cohort Graduation Rates,82.7,NA,All Students
2012-2013,SOUTH DAKOTA,,,695,Four-Year Adjusted-Cohort Graduation Rates,49,NA,American Indian or Alaska Native
2012-2013,SOUTH DAKOTA,,,695,Four-Year Adjusted-Cohort Graduation Rates,S,NA,Asian
2012-2013,SOUTH DAKOTA,,,695,Four-Year Adjusted-Cohort Graduation Rates,85,NA,Asian / Pacific Islander
2012-2013,SOUTH DAKOTA,,,695,Four-Year Adjusted-Cohort Graduation Rates,60,NA,Children with one or more disabilities (IDEA)
2012-2013,SOUTH DAKOTA,,,695,Four-Year Adjusted-Cohort Graduation Rates,67,NA,Economically Disadvantaged
2012-2013,SOUTH DAKOTA,,,695,Four-Year Adjusted-Cohort Graduation Rates,59,NA,English Learner
2012-2013,SOUTH DAKOTA,,,695,Four-Year Adjusted-Cohort Graduation Rates,69,NA,Hispanic/Latino
2012-2013,SOUTH DAKOTA,,,695,Four-Year Adjusted-Cohort Graduation Rates,S,NA,Native Hawaiian/Other Pacific Islander or Pacific Islander
2012-2013,SOUTH DAKOTA,,,695,Four-Year Adjusted-Cohort Graduation Rates,88,NA,White or Caucasian (not Hispanic)
2012-2013,SOUTH DAKOTA,,,695,Four-Year Adjusted-Cohort Graduation Rates,72,NA,Black or African American
2012-2013,SOUTH DAKOTA,,,695,Four-Year Adjusted-Cohort Graduation Rates,80,NA,Two or more races
2012-2013,TENNESSEE,,,695,Four-Year Adjusted-Cohort Graduation Rates,86.3,NA,All Students
2012-2013,TENNESSEE,,,695,Four-Year Adjusted-Cohort Graduation Rates,84,NA,American Indian or Alaska Native
2012-2013,TENNESSEE,,,695,Four-Year Adjusted-Cohort Graduation Rates,90,NA,Asian
2012-2013,TENNESSEE,,,695,Four-Year Adjusted-Cohort Graduation Rates,90,NA,Asian / Pacific Islander
2012-2013,TENNESSEE,,,695,Four-Year Adjusted-Cohort Graduation Rates,67.3,NA,Children with one or more disabilities (IDEA)
2012-2013,TENNESSEE,,,695,Four-Year Adjusted-Cohort Graduation Rates,80.7,NA,Economically Disadvantaged
2012-2013,TENNESSEE,,,695,Four-Year Adjusted-Cohort Graduation Rates,73,NA,English Learner
2012-2013,TENNESSEE,,,695,Four-Year Adjusted-Cohort Graduation Rates,81.3,NA,Hispanic/Latino
2012-2013,TENNESSEE,,,695,Four-Year Adjusted-Cohort Graduation Rates,88,NA,Native Hawaiian/Other Pacific Islander or Pacific Islander
2012-2013,TENNESSEE,,,695,Four-Year Adjusted-Cohort Graduation Rates,89.8,NA,White or Caucasian (not Hispanic)
2012-2013,TENNESSEE,,,695,Four-Year Adjusted-Cohort Graduation Rates,77.8,NA,Black or African American
2012-2013,TENNESSEE,,,695,Four-Year Adjusted-Cohort Graduation Rates,-,NA,Two or more races
2012-2013,TEXAS,,,695,Four-Year Adjusted-Cohort Graduation Rates,88,NA,All Students
2012-2013,TEXAS,,,695,Four-Year Adjusted-Cohort Graduation Rates,86,NA,American Indian or Alaska Native
2012-2013,TEXAS,,,695,Four-Year Adjusted-Cohort Graduation Rates,93.8,NA,Asian
2012-2013,TEXAS,,,695,Four-Year Adjusted-Cohort Graduation Rates,93.7,NA,Asian / Pacific Islander
2012-2013,TEXAS,,,695,Four-Year Adjusted-Cohort Graduation Rates,77.8,NA,Children with one or more disabilities (IDEA)
2012-2013,TEXAS,,,695,Four-Year Adjusted-Cohort Graduation Rates,85.2,NA,Economically Disadvantaged
2012-2013,TEXAS,,,695,Four-Year Adjusted-Cohort Graduation Rates,71.3,NA,English Learner
2012-2013,TEXAS,,,695,Four-Year Adjusted-Cohort Graduation Rates,85.1,NA,Hispanic/Latino
2012-2013,TEXAS,,,695,Four-Year Adjusted-Cohort Graduation Rates,90,NA,Native Hawaiian/Other Pacific Islander or Pacific Islander
2012-2013,TEXAS,,,695,Four-Year Adjusted-Cohort Graduation Rates,93,NA,White or Caucasian (not Hispanic)
2012-2013,TEXAS,,,695,Four-Year Adjusted-Cohort Graduation Rates,84.1,NA,Black or African American
2012-2013,TEXAS,,,695,Four-Year Adjusted-Cohort Graduation Rates,91.7,NA,Two or more races
2012-2013,UNITED STATES,,,695,Four-Year Adjusted-Cohort Graduation Rates,81.4,NA,All Students
2012-2013,UNITED STATES,,,695,Four-Year Adjusted-Cohort Graduation Rates,69.7,NA,American Indian or Alaska Native
2012-2013,UNITED STATES,,,695,Four-Year Adjusted-Cohort Graduation Rates,-,NA,Asian
2012-2013,UNITED STATES,,,695,Four-Year Adjusted-Cohort Graduation Rates,88.7,NA,Asian / Pacific Islander
2012-2013,UNITED STATES,,,695,Four-Year Adjusted-Cohort Graduation Rates,61.9,NA,Children with one or more disabilities (IDEA)
2012-2013,UNITED STATES,,,695,Four-Year Adjusted-Cohort Graduation Rates,73.3,NA,Economically Disadvantaged
2012-2013,UNITED STATES,,,695,Four-Year Adjusted-Cohort Graduation Rates,61.1,NA,English Learner
2012-2013,UNITED STATES,,,695,Four-Year Adjusted-Cohort Graduation Rates,75.2,NA,Hispanic/Latino
2012-2013,UNITED STATES,,,695,Four-Year Adjusted-Cohort Graduation Rates,-,NA,Native Hawaiian/Other Pacific Islander or Pacific Islander
2012-2013,UNITED STATES,,,695,Four-Year Adjusted-Cohort Graduation Rates,86.6,NA,White or Caucasian (not Hispanic)
2012-2013,UNITED STATES,,,695,Four-Year Adjusted-Cohort Graduation Rates,70.7,NA,Black or African American
2012-2013,UNITED STATES,,,695,Four-Year Adjusted-Cohort Graduation Rates,-,NA,Two or more races
2012-2013,UTAH,,,695,Four-Year Adjusted-Cohort Graduation Rates,83,NA,All Students
2012-2013,UTAH,,,695,Four-Year Adjusted-Cohort Graduation Rates,67,NA,American Indian or Alaska Native
2012-2013,UTAH,,,695,Four-Year Adjusted-Cohort Graduation Rates,80,NA,Asian
2012-2013,UTAH,,,695,Four-Year Adjusted-Cohort Graduation Rates,80,NA,Asian / Pacific Islander
2012-2013,UTAH,,,695,Four-Year Adjusted-Cohort Graduation Rates,67.4,NA,Children with one or more disabilities (IDEA)
2012-2013,UTAH,,,695,Four-Year Adjusted-Cohort Graduation Rates,72.9,NA,Economically Disadvantaged
2012-2013,UTAH,,,695,Four-Year Adjusted-Cohort Graduation Rates,60,NA,English Learner
2012-2013,UTAH,,,695,Four-Year Adjusted-Cohort Graduation Rates,70.4,NA,Hispanic/Latino
2012-2013,UTAH,,,695,Four-Year Adjusted-Cohort Graduation Rates,79,NA,Native Hawaiian/Other Pacific Islander or Pacific Islander
2012-2013,UTAH,,,695,Four-Year Adjusted-Cohort Graduation Rates,86.1,NA,White or Caucasian (not Hispanic)
2012-2013,UTAH,,,695,Four-Year Adjusted-Cohort Graduation Rates,70,NA,Black or African American
2012-2013,UTAH,,,695,Four-Year Adjusted-Cohort Graduation Rates,84,NA,Two or more races
2012-2013,VERMONT,,,695,Four-Year Adjusted-Cohort Graduation Rates,86.6,NA,All Students
2012-2013,VERMONT,,,695,Four-Year Adjusted-Cohort Graduation Rates,>=50,NA,American Indian or Alaska Native
2012-2013,VERMONT,,,695,Four-Year Adjusted-Cohort Graduation Rates,88,NA,Asian
2012-2013,VERMONT,,,695,Four-Year Adjusted-Cohort Graduation Rates,89,NA,Asian / Pacific Islander
2012-2013,VERMONT,,,695,Four-Year Adjusted-Cohort Graduation Rates,68,NA,Children with one or more disabilities (IDEA)
2012-2013,VERMONT,,,695,Four-Year Adjusted-Cohort Graduation Rates,75,NA,Economically Disadvantaged
2012-2013,VERMONT,,,695,Four-Year Adjusted-Cohort Graduation Rates,63,NA,English Learner
2012-2013,VERMONT,,,695,Four-Year Adjusted-Cohort Graduation Rates,83,NA,Hispanic/Latino
2012-2013,VERMONT,,,695,Four-Year Adjusted-Cohort Graduation Rates,>=50,NA,Native Hawaiian/Other Pacific Islander or Pacific Islander
2012-2013,VERMONT,,,695,Four-Year Adjusted-Cohort Graduation Rates,87.2,NA,White or Caucasian (not Hispanic)
2012-2013,VERMONT,,,695,Four-Year Adjusted-Cohort Graduation Rates,73,NA,Black or African American
2012-2013,VERMONT,,,695,Four-Year Adjusted-Cohort Graduation Rates,77,NA,Two or more races
2012-2013,VIRGINIA,,,695,Four-Year Adjusted-Cohort Graduation Rates,84.5,NA,All Students
2012-2013,VIRGINIA,,,695,Four-Year Adjusted-Cohort Graduation Rates,-,NA,American Indian or Alaska Native
2012-2013,VIRGINIA,,,695,Four-Year Adjusted-Cohort Graduation Rates,90.2,NA,Asian
2012-2013,VIRGINIA,,,695,Four-Year Adjusted-Cohort Graduation Rates,90.2,NA,Asian / Pacific Islander
2012-2013,VIRGINIA,,,695,Four-Year Adjusted-Cohort Graduation Rates,51.5,NA,Children with one or more disabilities (IDEA)
2012-2013,VIRGINIA,,,695,Four-Year Adjusted-Cohort Graduation Rates,74,NA,Economically Disadvantaged
2012-2013,VIRGINIA,,,695,Four-Year Adjusted-Cohort Graduation Rates,51.8,NA,English Learner
2012-2013,VIRGINIA,,,695,Four-Year Adjusted-Cohort Graduation Rates,76.1,NA,Hispanic/Latino
2012-2013,VIRGINIA,,,695,Four-Year Adjusted-Cohort Graduation Rates,-,NA,Native Hawaiian/Other Pacific Islander or Pacific Islander
2012-2013,VIRGINIA,,,695,Four-Year Adjusted-Cohort Graduation Rates,88.6,NA,White or Caucasian (not Hispanic)
2012-2013,VIRGINIA,,,695,Four-Year Adjusted-Cohort Graduation Rates,76.8,NA,Black or African American
2012-2013,VIRGINIA,,,695,Four-Year Adjusted-Cohort Graduation Rates,-,NA,Two or more races
2012-2013,WASHINGTON,,,695,Four-Year Adjusted-Cohort Graduation Rates,76.4,NA,All Students
2012-2013,WASHINGTON,,,695,Four-Year Adjusted-Cohort Graduation Rates,56,NA,American Indian or Alaska Native
2012-2013,WASHINGTON,,,695,Four-Year Adjusted-Cohort Graduation Rates,84.2,NA,Asian
2012-2013,WASHINGTON,,,695,Four-Year Adjusted-Cohort Graduation Rates,82.3,NA,Asian / Pacific Islander
2012-2013,WASHINGTON,,,695,Four-Year Adjusted-Cohort Graduation Rates,54.6,NA,Children with one or more disabilities (IDEA)
2012-2013,WASHINGTON,,,695,Four-Year Adjusted-Cohort Graduation Rates,65,NA,Economically Disadvantaged
2012-2013,WASHINGTON,,,695,Four-Year Adjusted-Cohort Graduation Rates,50.6,NA,English Learner
2012-2013,WASHINGTON,,,695,Four-Year Adjusted-Cohort Graduation Rates,65.9,NA,Hispanic/Latino
2012-2013,WASHINGTON,,,695,Four-Year Adjusted-Cohort Graduation Rates,63,NA,Native Hawaiian/Other Pacific Islander or Pacific Islander
2012-2013,WASHINGTON,,,695,Four-Year Adjusted-Cohort Graduation Rates,79.7,NA,White or Caucasian (not Hispanic)
2012-2013,WASHINGTON,,,695,Four-Year Adjusted-Cohort Graduation Rates,65.8,NA,Black or African American
2012-2013,WASHINGTON,,,695,Four-Year Adjusted-Cohort Graduation Rates,76.5,NA,Two or more races
2012-2013,WEST VIRGINIA,,,695,Four-Year Adjusted-Cohort Graduation Rates,81.4,NA,All Students
2012-2013,WEST VIRGINIA,,,695,Four-Year Adjusted-Cohort Graduation Rates,70,NA,American Indian or Alaska Native
2012-2013,WEST VIRGINIA,,,695,Four-Year Adjusted-Cohort Graduation Rates,S,NA,Asian
2012-2013,WEST VIRGINIA,,,695,Four-Year Adjusted-Cohort Graduation Rates,92,NA,Asian / Pacific Islander
2012-2013,WEST VIRGINIA,,,695,Four-Year Adjusted-Cohort Graduation Rates,62.1,NA,Children with one or more disabilities (IDEA)
2012-2013,WEST VIRGINIA,,,695,Four-Year Adjusted-Cohort Graduation Rates,73.7,NA,Economically Disadvantaged
2012-2013,WEST VIRGINIA,,,695,Four-Year Adjusted-Cohort Graduation Rates,83,NA,English Learner
2012-2013,WEST VIRGINIA,,,695,Four-Year Adjusted-Cohort Graduation Rates,82,NA,Hispanic/Latino
2012-2013,WEST VIRGINIA,,,695,Four-Year Adjusted-Cohort Graduation Rates,S,NA,Native Hawaiian/Other Pacific Islander or Pacific Islander
2012-2013,WEST VIRGINIA,,,695,Four-Year Adjusted-Cohort Graduation Rates,81.9,NA,White or Caucasian (not Hispanic)
2012-2013,WEST VIRGINIA,,,695,Four-Year Adjusted-Cohort Graduation Rates,75,NA,Black or African American
2012-2013,WEST VIRGINIA,,,695,Four-Year Adjusted-Cohort Graduation Rates,72,NA,Two or more races
2012-2013,WISCONSIN,,,695,Four-Year Adjusted-Cohort Graduation Rates,88,NA,All Students
2012-2013,WISCONSIN,,,695,Four-Year Adjusted-Cohort Graduation Rates,76,NA,American Indian or Alaska Native
2012-2013,WISCONSIN,,,695,Four-Year Adjusted-Cohort Graduation Rates,-,NA,Asian
2012-2013,WISCONSIN,,,695,Four-Year Adjusted-Cohort Graduation Rates,90,NA,Asian / Pacific Islander
2012-2013,WISCONSIN,,,695,Four-Year Adjusted-Cohort Graduation Rates,68.7,NA,Children with one or more disabilities (IDEA)
2012-2013,WISCONSIN,,,695,Four-Year Adjusted-Cohort Graduation Rates,76.6,NA,Economically Disadvantaged
2012-2013,WISCONSIN,,,695,Four-Year Adjusted-Cohort Graduation Rates,62,NA,English Learner
2012-2013,WISCONSIN,,,695,Four-Year Adjusted-Cohort Graduation Rates,74.3,NA,Hispanic/Latino
2012-2013,WISCONSIN,,,695,Four-Year Adjusted-Cohort Graduation Rates,-,NA,Native Hawaiian/Other Pacific Islander or Pacific Islander
2012-2013,WISCONSIN,,,695,Four-Year Adjusted-Cohort Graduation Rates,92.4,NA,White or Caucasian (not Hispanic)
2012-2013,WISCONSIN,,,695,Four-Year Adjusted-Cohort Graduation Rates,66.1,NA,Black or African American
2012-2013,WISCONSIN,,,695,Four-Year Adjusted-Cohort Graduation Rates,-,NA,Two or more races
2012-2013,WYOMING,,,695,Four-Year Adjusted-Cohort Graduation Rates,77,NA,All Students
2012-2013,WYOMING,,,695,Four-Year Adjusted-Cohort Graduation Rates,41,NA,American Indian or Alaska Native
2012-2013,WYOMING,,,695,Four-Year Adjusted-Cohort Graduation Rates,87,NA,Asian
2012-2013,WYOMING,,,695,Four-Year Adjusted-Cohort Graduation Rates,86,NA,Asian / Pacific Islander
2012-2013,WYOMING,,,695,Four-Year Adjusted-Cohort Graduation Rates,59,NA,Children with one or more disabilities (IDEA)
2012-2013,WYOMING,,,695,Four-Year Adjusted-Cohort Graduation Rates,64,NA,Economically Disadvantaged
2012-2013,WYOMING,,,695,Four-Year Adjusted-Cohort Graduation Rates,68,NA,English Learner
2012-2013,WYOMING,,,695,Four-Year Adjusted-Cohort Graduation Rates,71,NA,Hispanic/Latino
2012-2013,WYOMING,,,695,Four-Year Adjusted-Cohort Graduation Rates,>=50,NA,Native Hawaiian/Other Pacific Islander or Pacific Islander
2012-2013,WYOMING,,,695,Four-Year Adjusted-Cohort Graduation Rates,80,NA,White or Caucasian (not Hispanic)
2012-2013,WYOMING,,,695,Four-Year Adjusted-Cohort Graduation Rates,66,NA,Black or African American
2012-2013,WYOMING,,,695,Four-Year Adjusted-Cohort Graduation Rates,77,NA,Two or more races
2011-2012,ALABAMA,,,695,Four-Year Adjusted-Cohort Graduation Rates,75,NA,All Students
2011-2012,ALABAMA,,,695,Four-Year Adjusted-Cohort Graduation Rates,84,NA,American Indian or Alaska Native
2011-2012,ALABAMA,,,695,Four-Year Adjusted-Cohort Graduation Rates,-,NA,Asian
2011-2012,ALABAMA,,,695,Four-Year Adjusted-Cohort Graduation Rates,85,NA,Asian / Pacific Islander
2011-2012,ALABAMA,,,695,Four-Year Adjusted-Cohort Graduation Rates,54,NA,Children with one or more disabilities (IDEA)
2011-2012,ALABAMA,,,695,Four-Year Adjusted-Cohort Graduation Rates,66,NA,Economically Disadvantaged
2011-2012,ALABAMA,,,695,Four-Year Adjusted-Cohort Graduation Rates,36,NA,English Learner
2011-2012,ALABAMA,,,695,Four-Year Adjusted-Cohort Graduation Rates,69,NA,Hispanic/Latino
2011-2012,ALABAMA,,,695,Four-Year Adjusted-Cohort Graduation Rates,-,NA,Native Hawaiian/Other Pacific Islander or Pacific Islander
2011-2012,ALABAMA,,,695,Four-Year Adjusted-Cohort Graduation Rates,81,NA,White or Caucasian (not Hispanic)
2011-2012,ALABAMA,,,695,Four-Year Adjusted-Cohort Graduation Rates,67,NA,Black or African American
2011-2012,ALABAMA,,,695,Four-Year Adjusted-Cohort Graduation Rates,89,NA,Two or more races
2011-2012,ALASKA,,,695,Four-Year Adjusted-Cohort Graduation Rates,70,NA,All Students
2011-2012,ALASKA,,,695,Four-Year Adjusted-Cohort Graduation Rates,54,NA,American Indian or Alaska Native
2011-2012,ALASKA,,,695,Four-Year Adjusted-Cohort Graduation Rates,-,NA,Asian
2011-2012,ALASKA,,,695,Four-Year Adjusted-Cohort Graduation Rates,76,NA,Asian / Pacific Islander
2011-2012,ALASKA,,,695,Four-Year Adjusted-Cohort Graduation Rates,46,NA,Children with one or more disabilities (IDEA)
2011-2012,ALASKA,,,695,Four-Year Adjusted-Cohort Graduation Rates,59,NA,Economically Disadvantaged
2011-2012,ALASKA,,,695,Four-Year Adjusted-Cohort Graduation Rates,47,NA,English Learner
2011-2012,ALASKA,,,695,Four-Year Adjusted-Cohort Graduation Rates,70,NA,Hispanic/Latino
2011-2012,ALASKA,,,695,Four-Year Adjusted-Cohort Graduation Rates,-,NA,Native Hawaiian/Other Pacific Islander or Pacific Islander
2011-2012,ALASKA,,,695,Four-Year Adjusted-Cohort Graduation Rates,76,NA,White or Caucasian (not Hispanic)
2011-2012,ALASKA,,,695,Four-Year Adjusted-Cohort Graduation Rates,61,NA,Black or African American
2011-2012,ALASKA,,,695,Four-Year Adjusted-Cohort Graduation Rates,67,NA,Two or more races
2011-2012,ARIZONA,,,695,Four-Year Adjusted-Cohort Graduation Rates,76,NA,All Students
2011-2012,ARIZONA,,,695,Four-Year Adjusted-Cohort Graduation Rates,63,NA,American Indian or Alaska Native
2011-2012,ARIZONA,,,695,Four-Year Adjusted-Cohort Graduation Rates,-,NA,Asian
2011-2012,ARIZONA,,,695,Four-Year Adjusted-Cohort Graduation Rates,85,NA,Asian / Pacific Islander
2011-2012,ARIZONA,,,695,Four-Year Adjusted-Cohort Graduation Rates,65,NA,Children with one or more disabilities (IDEA)
2011-2012,ARIZONA,,,695,Four-Year Adjusted-Cohort Graduation Rates,71,NA,Economically Disadvantaged
2011-2012,ARIZONA,,,695,Four-Year Adjusted-Cohort Graduation Rates,24,NA,English Learner
2011-2012,ARIZONA,,,695,Four-Year Adjusted-Cohort Graduation Rates,70,NA,Hispanic/Latino
2011-2012,ARIZONA,,,695,Four-Year Adjusted-Cohort Graduation Rates,-,NA,Native Hawaiian/Other Pacific Islander or Pacific Islander
2011-2012,ARIZONA,,,695,Four-Year Adjusted-Cohort Graduation Rates,84,NA,White or Caucasian (not Hispanic)
2011-2012,ARIZONA,,,695,Four-Year Adjusted-Cohort Graduation Rates,71,NA,Black or African American
2011-2012,ARIZONA,,,695,Four-Year Adjusted-Cohort Graduation Rates,-,NA,Two or more races
2011-2012,ARKANSAS,,,695,Four-Year Adjusted-Cohort Graduation Rates,84,NA,All Students
2011-2012,ARKANSAS,,,695,Four-Year Adjusted-Cohort Graduation Rates,78,NA,American Indian or Alaska Native
2011-2012,ARKANSAS,,,695,Four-Year Adjusted-Cohort Graduation Rates,88,NA,Asian
2011-2012,ARKANSAS,,,695,Four-Year Adjusted-Cohort Graduation Rates,84,NA,Asian / Pacific Islander
2011-2012,ARKANSAS,,,695,Four-Year Adjusted-Cohort Graduation Rates,79,NA,Children with one or more disabilities (IDEA)
2011-2012,ARKANSAS,,,695,Four-Year Adjusted-Cohort Graduation Rates,79,NA,Economically Disadvantaged
2011-2012,ARKANSAS,,,695,Four-Year Adjusted-Cohort Graduation Rates,77,NA,English Learner
2011-2012,ARKANSAS,,,695,Four-Year Adjusted-Cohort Graduation Rates,78,NA,Hispanic/Latino
2011-2012,ARKANSAS,,,695,Four-Year Adjusted-Cohort Graduation Rates,63,NA,Native Hawaiian/Other Pacific Islander or Pacific Islander
2011-2012,ARKANSAS,,,695,Four-Year Adjusted-Cohort Graduation Rates,87,NA,White or Caucasian (not Hispanic)
2011-2012,ARKANSAS,,,695,Four-Year Adjusted-Cohort Graduation Rates,78,NA,Black or African American
2011-2012,ARKANSAS,,,695,Four-Year Adjusted-Cohort Graduation Rates,84,NA,Two or more races
2011-2012,CALIFORNIA,,,695,Four-Year Adjusted-Cohort Graduation Rates,79,NA,All Students
2011-2012,CALIFORNIA,,,695,Four-Year Adjusted-Cohort Graduation Rates,72,NA,American Indian or Alaska Native
2011-2012,CALIFORNIA,,,695,Four-Year Adjusted-Cohort Graduation Rates,91,NA,Asian
2011-2012,CALIFORNIA,,,695,Four-Year Adjusted-Cohort Graduation Rates,90,NA,Asian / Pacific Islander
2011-2012,CALIFORNIA,,,695,Four-Year Adjusted-Cohort Graduation Rates,61,NA,Children with one or more disabilities (IDEA)
2011-2012,CALIFORNIA,,,695,Four-Year Adjusted-Cohort Graduation Rates,73,NA,Economically Disadvantaged
2011-2012,CALIFORNIA,,,695,Four-Year Adjusted-Cohort Graduation Rates,62,NA,English Learner
2011-2012,CALIFORNIA,,,695,Four-Year Adjusted-Cohort Graduation Rates,74,NA,Hispanic/Latino
2011-2012,CALIFORNIA,,,695,Four-Year Adjusted-Cohort Graduation Rates,77,NA,Native Hawaiian/Other Pacific Islander or Pacific Islander
2011-2012,CALIFORNIA,,,695,Four-Year Adjusted-Cohort Graduation Rates,87,NA,White or Caucasian (not Hispanic)
2011-2012,CALIFORNIA,,,695,Four-Year Adjusted-Cohort Graduation Rates,66,NA,Black or African American
2011-2012,CALIFORNIA,,,695,Four-Year Adjusted-Cohort Graduation Rates,77,NA,Two or more races
2011-2012,COLORADO,,,695,Four-Year Adjusted-Cohort Graduation Rates,75,NA,All Students
2011-2012,COLORADO,,,695,Four-Year Adjusted-Cohort Graduation Rates,58,NA,American Indian or Alaska Native
2011-2012,COLORADO,,,695,Four-Year Adjusted-Cohort Graduation Rates,83,NA,Asian
2011-2012,COLORADO,,,695,Four-Year Adjusted-Cohort Graduation Rates,82,NA,Asian / Pacific Islander
2011-2012,COLORADO,,,695,Four-Year Adjusted-Cohort Graduation Rates,54,NA,Children with one or more disabilities (IDEA)
2011-2012,COLORADO,,,695,Four-Year Adjusted-Cohort Graduation Rates,61,NA,Economically Disadvantaged
2011-2012,COLORADO,,,695,Four-Year Adjusted-Cohort Graduation Rates,53,NA,English Learner
2011-2012,COLORADO,,,695,Four-Year Adjusted-Cohort Graduation Rates,62,NA,Hispanic/Latino
2011-2012,COLORADO,,,695,Four-Year Adjusted-Cohort Graduation Rates,70,NA,Native Hawaiian/Other Pacific Islander or Pacific Islander
2011-2012,COLORADO,,,695,Four-Year Adjusted-Cohort Graduation Rates,82,NA,White or Caucasian (not Hispanic)
2011-2012,COLORADO,,,695,Four-Year Adjusted-Cohort Graduation Rates,66,NA,Black or African American
